1.99993,1.98953,1.98955,1.98959,1.98963,1.98967,1.98971,1.98975,1.98979,1.98983,1.98987,1.9899,1.98994,1.98997,1.99,1.99003,1.99007,1.99009,1.99012,1.99015,1.99018,1.9902,1.99022,1.99025,1.99027,1.99029,1.9903,1.99032,1.99034,1.99035,1.99037,1.99038,1.99039,1.9904,1.99041,1.99042,1.99042,1.99043,1.99043,1.99044,1.99044,1.99044,1.99044,1.99044,1.99043,1.99043,1.99042,1.99042,1.99041,1.9904,1.99039,1.99038,1.99037,1.99035,1.99034,1.99032,1.9903,1.99028,1.99026,1.99024,1.99022,1.9902,1.99017,1.99015,1.99012,1.99009,1.99006,1.99003,1.99,1.98996,1.98992,1.98989,1.98984,1.9898,1.98974,1.98968,1.98958,1.98939,1.98886,1.99417,1.99994,
0.0162094,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00283004,0.00467249,0.00600027,0.00710745,0.00808476,0.0089743,0.00979961,0.0105753,0.0113113,0.0120145,0.01269,0.0133416,0.0139725,0.0145848,0.0151807,0.0157617,0.0163292,0.0168843,0.017428,0.0179612,0.0184848,0.0189994,0.0195059,0.0200047,0.0204966,0.0209823,0.0214623,0.0219374,0.0224082,0.0228753,0.0233395,0.0238015,0.024262,0.0247218,0.0251816,0.0256419,0.0261569,0.0223686,0.0153795,
0.0160337,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00281853,0.0046799,0.00601693,0.00713041,0.00811243,0.00900564,0.00983381,0.0106118,0.0113494,0.0120537,0.0127297,0.0133815,0.014012,0.0146235,0.0152181,0.0157974,0.0163626,0.016915,0.0174555,0.0179851,0.0185045,0.0190144,0.0195156,0.0200088,0.0204945,0.0209735,0.0214464,0.0219139,0.0223766,0.0228352,0.0232905,0.0237433,0.0241942,0.0246442,0.0250941,0.0255442,0.0260492,0.0222459,0.0152111,
0.0158549,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00280765,0.00468833,0.00603484,0.00715482,0.00814174,0.0090388,0.00987001,0.0106503,0.0113897,0.0120952,0.012772,0.013424,0.0140543,0.0146651,0.0152585,0.0158361,0.0163991,0.0169488,0.0174861,0.0180119,0.018527,0.0190321,0.019528,0.0200152,0.0204944,0.0209664,0.0214317,0.0218911,0.0223452,0.0227949,0.0232407,0.0236836,0.0241243,0.0245637,0.0250028,0.0254419,0.0259361,0.0221191,0.0150412,
0.0156731,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00279763,0.00469796,0.0060542,0.0071809,0.00817295,0.00907404,0.00990848,0.0106913,0.0114327,0.0121396,0.0128173,0.0134697,0.0140998,0.0147101,0.0153023,0.0158783,0.0164392,0.0169862,0.0175202,0.0180422,0.0185529,0.0190531,0.0195434,0.0200244,0.020497,0.0209616,0.0214189,0.0218698,0.0223148,0.0227548,0.0231905,0.0236228,0.0240526,0.0244806,0.024908,0.0253352,0.0258177,0.0219882,0.01487,
0.0154884,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00278868,0.004709,0.00607523,0.0072089,0.00820629,0.00911166,0.00994953,0.0107351,0.0114787,0.0121872,0.012866,0.0135189,0.0141491,0.0147588,0.0153501,0.0159245,0.0164834,0.0170277,0.0175585,0.0180767,0.018583,0.0190781,0.0195626,0.0200373,0.0205028,0.0209597,0.0214087,0.0218505,0.0222859,0.0227157,0.0231406,0.0235616,0.0239795,0.0243953,0.0248101,0.0252244,0.0256941,0.0218533,0.0146976,
0.0153007,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00278104,0.00472165,0.00609815,0.00723904,0.00824203,0.0091519,0.00999346,0.0107821,0.0115279,0.0122383,0.0129183,0.013572,0.0142024,0.0148119,0.0154024,0.0159754,0.0165323,0.017074,0.0176017,0.018116,0.0186178,0.0191077,0.0195864,0.0200545,0.0205126,0.0209615,0.0214017,0.0218341,0.0222593,0.0226781,0.0230915,0.0235003,0.0239056,0.0243083,0.0247095,0.0251098,0.0255655,0.0217146,0.0145243,
0.0151102,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00277496,0.00473613,0.00612317,0.00727155,0.00828042,0.00919506,0.0100406,0.0108324,0.0115809,0.0122933,0.0129749,0.0136296,0.0142604,0.0148698,0.0154597,0.0160314,0.0165865,0.0171258,0.0176504,0.0181609,0.0186582,0.0191429,0.0196155,0.0200769,0.0205274,0.0209679,0.0213989,0.0218213,0.0222357,0.022643,0.023044,0.0234399,0.0238315,0.02422,0.0246065,0.0249918,0.0254323,0.0215722,0.0143502,
0.014917,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00277067,0.00475263,0.0061505,0.00730667,0.00832169,0.00924139,0.0100911,0.0108865,0.0116379,0.0123526,0.013036,0.013692,0.0143235,0.0149331,0.0155225,0.0160933,0.0166467,0.0171837,0.0177053,0.0182122,0.018705,0.0191843,0.0196509,0.0201053,0.020548,0.0209798,0.0214012,0.021813,0.022216,0.022611,0.022999,0.023381,0.0237579,0.0241311,0.0245018,0.0248707,0.0252947,0.0214264,0.0141759,
0.0147211,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00276843,0.00477135,0.00618034,0.00734462,0.0083661,0.00929116,0.0101454,0.0109446,0.0116992,0.0124166,0.0131021,0.0137596,0.0143922,0.0150022,0.0155915,0.0161616,0.0167136,0.0172485,0.0177673,0.0182705,0.0187589,0.0192331,0.0196935,0.0201408,0.0205755,0.0209982,0.0214096,0.0218104,0.0222013,0.0225833,0.0229574,0.0233244,0.0236857,0.0240424,0.0243959,0.0247471,0.0251532,0.0212774,0.0140015,
0.0145226,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00276849,0.00479248,0.0062129,0.00738558,0.00841385,0.00934461,0.0102037,0.0110071,0.0117653,0.0124857,0.0131736,0.013833,0.014467,0.0150778,0.0156673,0.0162369,0.0167878,0.0173209,0.0178371,0.018337,0.0188211,0.01929,0.0197443,0.0201844,0.0206109,0.0210243,0.0214252,0.0218145,0.0221928,0.022561,0.0229202,0.0232713,0.0236157,0.0239547,0.0242897,0.0246216,0.0250082,0.0211256,0.0138276,
0.0143217,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.0027711,0.00481622,0.00624834,0.00742977,0.00846516,0.00940195,0.0102663,0.0110742,0.0118363,0.0125601,0.0132509,0.0139126,0.0145483,0.0151603,0.0157504,0.0163199,0.0168701,0.0174017,0.0179156,0.0184123,0.0188924,0.0193563,0.0198044,0.0202373,0.0206554,0.0210593,0.0214494,0.0218266,0.0221916,0.0225453,0.0228886,0.0232228,0.0235491,0.023869,0.0241838,0.0244949,0.0248602,0.0209713,0.0136546,
0.0141186,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.0027765,0.00484271,0.00628684,0.00747734,0.00852021,0.00946341,0.0103333,0.0111461,0.0119126,0.0126402,0.0133342,0.0139987,0.0146367,0.0152503,0.0158414,0.0164114,0.0169612,0.0174918,0.0180038,0.0184976,0.0189739,0.0194329,0.0198751,0.0203008,0.0207105,0.0211046,0.0214836,0.0218483,0.0221993,0.0225376,0.0228642,0.0231802,0.0234871,0.0237863,0.0240795,0.0243679,0.0247099,0.020815,0.0134831,
0.0139134,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00278492,0.00487213,0.00632853,0.00752845,0.00857915,0.00952913,0.010405,0.0112232,0.0119944,0.0127263,0.0134241,0.0140918,0.0147325,0.0153483,0.015941,0.0165118,0.0170619,0.0175919,0.0181024,0.0185939,0.0190667,0.0195212,0.0199576,0.0203763,0.0207775,0.0211617,0.0215293,0.021881,0.0222174,0.0225395,0.0228483,0.023145,0.0234311,0.0237081,0.0239777,0.0242415,0.0245582,0.0206573,0.0133137,
0.0137064,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00279659,0.00490459,0.00637353,0.00758319,0.0086421,0.00959926,0.0104816,0.0113055,0.012082,0.0128186,0.0135207,0.0141922,0.0148362,0.0154547,0.0160496,0.016622,0.0171729,0.0177029,0.0182125,0.0187022,0.019172,0.0196224,0.0200534,0.0204652,0.020858,0.0212323,0.0215882,0.0219265,0.0222478,0.0225529,0.0228428,0.023119,0.0233827,0.0236357,0.0238799,0.024117,0.0244059,0.0204988,0.0131474,
0.0134979,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00281169,0.0049402,0.00642191,0.00764165,0.00870913,0.00967387,0.010563,0.0113932,0.0121755,0.0129174,0.0136243,0.0143002,0.0149481,0.0155701,0.0161679,0.0167425,0.0172949,0.0178256,0.0183351,0.0188235,0.019291,0.0197378,0.0201638,0.0205691,0.0209538,0.0213181,0.0216623,0.0219869,0.0222924,0.0225797,0.0228498,0.0231039,0.0233437,0.023571,0.0237876,0.0239955,0.0242542,0.0203404,0.0129849,
0.0132881,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00283041,0.00497903,0.00647371,0.00770384,0.00878027,0.009753,0.0106494,0.0114864,0.0122749,0.0130227,0.0137351,0.0144161,0.0150687,0.0156948,0.0162962,0.0168739,0.0174286,0.0179609,0.018471,0.018959,0.019425,0.0198688,0.0202904,0.0206897,0.0210666,0.0214212,0.0217536,0.0220642,0.0223535,0.0226222,0.0228713,0.0231022,0.0233164,0.0235158,0.0237026,0.0238788,0.0241044,0.0201829,0.0128273,
0.0130774,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00285289,0.00502112,0.00652894,0.00776975,0.00885548,0.0098366,0.0107408,0.011585,0.0123804,0.0131346,0.0138532,0.01454,0.015198,0.0158292,0.0164351,0.0170168,0.0175748,0.0181096,0.0186213,0.0191099,0.0195752,0.020017,0.020435,0.0208289,0.0211985,0.0215437,0.0218644,0.0221609,0.0224336,0.022683,0.0229101,0.0231163,0.0233032,0.0234726,0.0236271,0.0237687,0.023958,0.0200276,0.012676,
0.0128662,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00287924,0.00506645,0.00658754,0.00783929,0.00893466,0.00992458,0.010837,0.011689,0.0124918,0.0132532,0.0139786,0.0146721,0.0153363,0.0159735,0.0165849,0.0171716,0.017734,0.0182725,0.018787,0.0192772,0.019743,0.0201838,0.0205992,0.0209886,0.0213516,0.021688,0.0219973,0.0222797,0.0225354,0.0227649,0.0229691,0.0231491,0.0233068,0.023444,0.0235634,0.0236673,0.0238169,0.0198758,0.0125323,
0.012655,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00290955,0.00511498,0.00664938,0.00791231,0.00901763,0.0100167,0.0109378,0.0117981,0.012609,0.0133782,0.0141113,0.0148122,0.0154837,0.0161278,0.0167459,0.0173387,0.0179068,0.0184502,0.0189688,0.0194621,0.0199297,0.0203708,0.0207848,0.0211708,0.0215283,0.0218565,0.022155,0.0224235,0.0226622,0.0228712,0.0230514,0.0232039,0.0233304,0.023433,0.0235144,0.0235772,0.0236833,0.0197291,0.012398,
0.0124443,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00294384,0.0051666,0.0067143,0.00798857,0.00910413,0.0101128,0.011043,0.0119121,0.0127316,0.0135094,0.0142509,0.0149602,0.01564,0.0162922,0.0169181,0.0175185,0.0180936,0.0186434,0.0191676,0.0196656,0.0201366,0.0205796,0.0209937,0.0213778,0.0217309,0.022052,0.0223404,0.0225956,0.0228172,0.0230055,0.0231609,0.0232844,0.0233778,0.0234432,0.0234834,0.0235013,0.0235596,0.0195894,0.0122752,
0.0122348,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00298211,0.00522116,0.00678205,0.00806777,0.00919379,0.0102123,0.011152,0.0120305,0.0128594,0.0136464,0.0143973,0.0151159,0.015805,0.0164665,0.0171016,0.017711,0.0182947,0.0188527,0.0193843,0.0198887,0.020365,0.0208117,0.0212278,0.0216117,0.021962,0.0222775,0.022557,0.0227995,0.0230045,0.0231718,0.0233016,0.0233949,0.0234532,0.0234787,0.0234743,0.0234432,0.0234489,0.019459,0.0121662,
0.0120272,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.0030243,0.00527843,0.00685231,0.00814951,0.00928615,0.0103148,0.0112645,0.0121529,0.0129916,0.0137887,0.0145497,0.0152787,0.0159783,0.0166505,0.0172962,0.0179162,0.0185103,0.0190783,0.0196193,0.0201323,0.020616,0.0210688,0.021489,0.0218748,0.0222244,0.0225361,0.0228081,0.0230392,0.0232282,0.0233747,0.0234785,0.0235403,0.0235615,0.0235442,0.0234916,0.023407,0.0233548,0.0193407,0.0120741,
0.0118225,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.0030703,0.00533813,0.00692466,0.00823328,0.00938065,0.0104197,0.0113797,0.0122784,0.0131276,0.0139355,0.0147076,0.015448,0.0161594,0.0168435,0.0175016,0.0181339,0.0187404,0.0193205,0.0198732,0.0203972,0.0208909,0.0213523,0.0217793,0.0221696,0.022521,0.0228311,0.0230977,0.0233189,0.0234931,0.0236193,0.0236969,0.0237261,0.0237083,0.0236453,0.0235405,0.0233974,0.0232816,0.0192377,0.0120024,
0.0116218,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00311996,0.0053999,0.00699861,0.00831848,0.00947657,0.0105262,0.0114967,0.0124061,0.0132665,0.0140859,0.01487,0.0156229,0.0163473,0.017045,0.0177169,0.0183635,0.0189845,0.0195791,0.0201461,0.0206839,0.0211905,0.0216635,0.0221004,0.0224984,0.0228546,0.023166,0.0234298,0.0236434,0.0238045,0.0239113,0.0239628,0.0239587,0.0239,0.0237884,0.0236272,0.0234201,0.0232341,0.0191542,0.0119552,
0.0114262,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00317307,0.00546333,0.00707358,0.00840438,0.00957309,0.0106333,0.0116145,0.0125351,0.0134071,0.0142387,0.0150358,0.0158022,0.016541,0.0172537,0.0179415,0.0186044,0.0192422,0.0198539,0.020438,0.0209927,0.0215155,0.0220038,0.0224543,0.0228637,0.0232284,0.0235447,0.023809,0.0240178,0.024168,0.0242571,0.0242831,0.0242454,0.0241441,0.0239808,0.0237588,0.0234819,0.0232184,0.0190949,0.0119378,
0.0112374,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00322939,0.00552791,0.00714888,0.00849016,0.00966924,0.0107399,0.0117321,0.0126641,0.0135482,0.0143927,0.0152034,0.0159846,0.0167391,0.0174685,0.0181739,0.0188554,0.0195125,0.0201441,0.0207486,0.0213236,0.0218665,0.022374,0.0228423,0.0232675,0.0236452,0.0239708,0.0242398,0.0244476,0.0245902,0.0246638,0.0246658,0.0245944,0.0244492,0.0242313,0.0239437,0.0235905,0.0232415,0.0190658,0.0119564,
0.0110574,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.0032886,0.00559307,0.00722372,0.00857485,0.00976393,0.010845,0.011848,0.0127916,0.0136881,0.014546,0.0153714,0.0161683,0.0169398,0.0176876,0.0184126,0.0191149,0.019794,0.0204487,0.0210769,0.0216762,0.0222434,0.0227747,0.0232659,0.0237122,0.0241082,0.0244484,0.0247272,0.0249389,0.0250779,0.0251395,0.0251196,0.0250154,0.0248254,0.0245501,0.0241921,0.0237554,0.0233119,0.019074,0.0120189,
0.0108884,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00335036,0.00565817,0.00729722,0.00865738,0.00985587,0.0109469,0.0119606,0.0129158,0.013825,0.0146969,0.0155376,0.0163513,0.0171411,0.0179088,0.0186554,0.019381,0.020085,0.0207659,0.0214217,0.0220495,0.0226458,0.0232063,0.023726,0.0241993,0.02462,0.0249814,0.0252764,0.0254979,0.025639,0.0256932,0.0256547,0.0255193,0.0252842,0.024949,0.0245155,0.0239878,0.0234396,0.0191284,0.0121348,
0.0107333,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00341429,0.00572246,0.0073684,0.00873652,0.00994368,0.0110441,0.0120682,0.013035,0.013957,0.0148431,0.0156997,0.0165311,0.0173404,0.0181297,0.0188999,0.0196512,0.020383,0.0210937,0.0217811,0.0224421,0.0230727,0.0236682,0.024223,0.0247304,0.0251832,0.0255734,0.0258925,0.0261316,0.0262819,0.0263347,0.0262825,0.0261188,0.0258394,0.0254421,0.024928,0.0243009,0.0236368,0.0192399,0.0123163,
0.010596,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00347994,0.00578516,0.00743615,0.00881094,0.0100258,0.0111349,0.0121689,0.0131468,0.0140816,0.0149822,0.0158551,0.0167049,0.0175349,0.0183472,0.019143,0.0199224,0.0206849,0.021429,0.0221523,0.0228515,0.0235223,0.0241594,0.0247565,0.0253061,0.0257998,0.0262282,0.0265809,0.026847,0.0270155,0.0270752,0.0270159,0.0268287,0.0265067,0.0260461,0.0254465,0.0247108,0.023918,0.0194222,0.0125786,
0.0104811,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00354684,0.00584538,0.00749929,0.00887918,0.0101005,0.0112173,0.0122604,0.0132491,0.0141963,0.0151113,0.0160008,0.0168696,0.0177212,0.0185579,0.019381,0.0201909,0.0209872,0.0217683,0.0225319,0.0232746,0.0239918,0.0246777,0.0253254,0.0259264,0.0264711,0.0269486,0.0273464,0.0276513,0.0278495,0.0279269,0.0278698,0.0276659,0.0273052,0.0267811,0.0260911,0.0252371,0.024301,0.0196925,0.0129411,
0.0103948,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00361451,0.00590221,0.00755653,0.00893965,0.0101659,0.0112892,0.0123404,0.013339,0.0142981,0.0152272,0.0161333,0.0170214,0.0178953,0.0187575,0.0196095,0.0204522,0.0212851,0.0221069,0.0229154,0.0237071,0.0244772,0.0252198,0.0259271,0.02659,0.0271974,0.0277368,0.0281935,0.0285517,0.0287942,0.0289031,0.0288606,0.02865,0.028257,0.0276709,0.0268865,0.0259036,0.0248076,0.0200726,0.013429,
0.0103452,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.0036824,0.00595464,0.0076065,0.00899065,0.01022,0.0113483,0.0124064,0.0134138,0.0143839,0.0153266,0.0162489,0.0171563,0.0180528,0.0189413,0.0198237,0.020701,0.0215732,0.0224392,0.023297,0.0241433,0.0249734,0.0257809,0.0265578,0.027294,0.0279775,0.0285937,0.0291258,0.0295549,0.0298599,0.0300183,0.0300072,0.029804,0.0293886,0.0287449,0.027863,0.02674,0.0254648,0.0205908,0.0140748,
