-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.39907e+142,1.32104e+142,1.25543e+142,1.1824e+142,1.10189e+142,1.01369e+142,9.17329e+141,8.118e+141,6.95038e+141,5.62468e+141,4.01635e+141,1.41352e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,3.701e+140,2.89718e+141,4.07825e+141,4.97249e+141,5.70625e+141,6.32778e+141,6.86152e+141,7.32199e+141,7.71874e+141,8.05866e+141,8.34699e+141,8.58797e+141,8.78518e+141,8.94174e+141,9.06046e+141,9.14392e+141,9.19452e+141,9.21452e+141,9.20608e+141,9.17125e+141,9.11205e+141,9.03038e+141,8.92813e+141,8.80709e+141,8.66905e+141,8.51573e+141,8.34882e+141,8.16995e+141,7.98075e+141,7.78279e+141,7.57761e+141,7.36671e+141,7.15157e+141,6.93362e+141,6.71426e+141,6.49483e+141,6.27664e+141,6.06095e+141,5.84895e+141,5.64178e+141,5.44052e+141,5.24617e+141,5.05963e+141,4.88173e+141,4.71322e+141,4.55473e+141,4.40677e+141,4.26977e+141,4.144e+141,4.02965e+141,3.92675e+141,3.83521e+141,3.68855e+141,
1.50282e+142,1.42024e+142,1.35045e+142,1.27266e+142,1.18687e+142,1.0929e+142,9.90314e+141,8.7815e+141,7.54419e+141,6.14718e+141,4.47383e+141,1.95904e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.50257e+141,3.39456e+141,4.55358e+141,5.45454e+141,6.20067e+141,6.83491e+141,7.37997e+141,7.84971e+141,8.2535e+141,8.59816e+141,8.88902e+141,9.13041e+141,9.32604e+141,9.47916e+141,9.59272e+141,9.66944e+141,9.71183e+141,9.72231e+141,9.70315e+141,9.65653e+141,9.58456e+141,9.48927e+141,9.37264e+141,9.23658e+141,9.08295e+141,8.91358e+141,8.73023e+141,8.53465e+141,8.32854e+141,8.11355e+141,7.89131e+141,7.66342e+141,7.43143e+141,7.19687e+141,6.96122e+141,6.72593e+141,6.49238e+141,6.26193e+141,6.03586e+141,5.81541e+141,5.60173e+141,5.3959e+141,5.19894e+141,5.01173e+141,4.8351e+141,4.66973e+141,4.5162e+141,4.37499e+141,4.24642e+141,4.13068e+141,4.02783e+141,3.93781e+141,3.80484e+141,
1.61276e+142,1.52519e+142,1.45079e+142,1.36778e+142,1.27617e+142,1.17583e+142,1.06634e+142,9.46789e+141,8.15213e+141,6.67278e+141,4.91676e+141,2.38372e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,2.23587e+141,3.92372e+141,5.06865e+141,5.97727e+141,6.73549e+141,7.38172e+141,7.93715e+141,8.41507e+141,8.82466e+141,9.17275e+141,9.46472e+141,9.70504e+141,9.89754e+141,1.00456e+142,1.01524e+142,1.02208e+142,1.02533e+142,1.02526e+142,1.02211e+142,1.0161e+142,1.00746e+142,9.96408e+141,9.83146e+141,9.67878e+141,9.50799e+141,9.32101e+141,9.1197e+141,8.9059e+141,8.68137e+141,8.44789e+141,8.20716e+141,7.96087e+141,7.71066e+141,7.45815e+141,7.20491e+141,6.95249e+141,6.70237e+141,6.45601e+141,6.21478e+141,5.98002e+141,5.75298e+141,5.53483e+141,5.32667e+141,5.12949e+141,4.94417e+141,4.77148e+141,4.61206e+141,4.46643e+141,4.33496e+141,4.21788e+141,4.11526e+141,4.02702e+141,3.90931e+141,
1.72947e+142,1.63643e+142,1.55697e+142,1.46822e+142,1.37019e+142,1.26281e+142,1.14569e+142,1.01794e+142,8.77579e+141,7.20264e+141,5.347e+141,2.73399e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,2.91528e+141,4.49029e+141,5.62697e+141,6.54397e+141,7.31385e+141,7.97124e+141,8.53595e+141,9.0208e+141,9.43481e+141,9.78483e+141,1.00763e+142,1.03139e+142,1.05016e+142,1.06429e+142,1.07412e+142,1.07993e+142,1.08203e+142,1.08066e+142,1.07609e+142,1.06856e+142,1.05831e+142,1.04556e+142,1.03052e+142,1.01342e+142,9.94461e+141,9.73838e+141,9.51748e+141,9.28385e+141,9.03934e+141,8.78581e+141,8.52506e+141,8.25886e+141,7.98895e+141,7.71705e+141,7.44483e+141,7.17393e+141,6.90594e+141,6.64241e+141,6.38483e+141,6.13465e+141,5.89321e+141,5.66181e+141,5.44161e+141,5.23372e+141,5.03909e+141,4.85859e+141,4.69292e+141,4.54265e+141,4.4082e+141,4.28981e+141,4.18759e+141,4.10146e+141,4.00073e+141,
1.85362e+142,1.75457e+142,1.66955e+142,1.57446e+142,1.46937e+142,1.35422e+142,1.22867e+142,1.09181e+142,9.41656e+141,7.73736e+141,5.76483e+141,3.02394e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,3.59488e+141,5.09954e+141,6.23235e+141,7.15816e+141,7.93913e+141,8.60667e+141,9.17942e+141,9.66976e+141,1.00866e+142,1.04369e+142,1.07262e+142,1.09592e+142,1.11402e+142,1.12729e+142,1.13606e+142,1.14067e+142,1.1414e+142,1.13854e+142,1.13237e+142,1.12313e+142,1.11107e+142,1.09644e+142,1.07945e+142,1.06034e+142,1.03932e+142,1.0166e+142,9.92378e+141,9.66862e+141,9.40246e+141,9.12723e+141,8.84483e+141,8.55713e+141,8.26595e+141,7.97312e+141,7.68041e+141,7.38956e+141,7.10228e+141,6.82024e+141,6.54503e+141,6.27821e+141,6.02126e+141,5.77555e+141,5.5424e+141,5.323e+141,5.1184e+141,4.92954e+141,4.75721e+141,4.60205e+141,4.4645e+141,4.34487e+141,4.24325e+141,4.15956e+141,4.0777e+141,
1.98592e+142,1.88027e+142,1.78913e+142,1.68705e+142,1.57417e+142,1.45046e+142,1.31557e+142,1.16863e+142,1.00756e+142,8.27711e+141,6.16935e+141,3.25576e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.92405e+141,4.29795e+141,5.75665e+141,6.88883e+141,7.82361e+141,8.61492e+141,9.29141e+141,9.87074e+141,1.03649e+142,1.07829e+142,1.11315e+142,1.14166e+142,1.1643e+142,1.18153e+142,1.19371e+142,1.20123e+142,1.20442e+142,1.20358e+142,1.19903e+142,1.19104e+142,1.17989e+142,1.16583e+142,1.14912e+142,1.12999e+142,1.10868e+142,1.08541e+142,1.06041e+142,1.03388e+142,1.00603e+142,9.77069e+141,9.47202e+141,9.16625e+141,8.85534e+141,8.54123e+141,8.22582e+141,7.911e+141,7.59864e+141,7.29055e+141,6.98852e+141,6.69427e+141,6.4095e+141,6.13579e+141,5.87466e+141,5.62755e+141,5.39574e+141,5.18042e+141,4.98261e+141,4.80319e+141,4.64285e+141,4.50211e+141,4.38129e+141,4.28049e+141,4.19963e+141,4.13872e+141,
2.12715e+142,2.01425e+142,1.91637e+142,1.8066e+142,1.68512e+142,1.55193e+142,1.40673e+142,1.2486e+142,1.0754e+142,8.82151e+141,6.55844e+141,3.4245e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,2.95709e+141,5.03857e+141,6.46688e+141,7.60077e+141,8.54438e+141,9.345e+141,1.0029e+142,1.06132e+142,1.11094e+142,1.15264e+142,1.18712e+142,1.21499e+142,1.23676e+142,1.25287e+142,1.26375e+142,1.26979e+142,1.27132e+142,1.2687e+142,1.26223e+142,1.25221e+142,1.23893e+142,1.22266e+142,1.20366e+142,1.18219e+142,1.15848e+142,1.13277e+142,1.10528e+142,1.07625e+142,1.04588e+142,1.0144e+142,9.82001e+141,9.48904e+141,9.15312e+141,8.81428e+141,8.47453e+141,8.13589e+141,7.80031e+141,7.46976e+141,7.14615e+141,6.83134e+141,6.52716e+141,6.23535e+141,5.95757e+141,5.69537e+141,5.45018e+141,5.22332e+141,5.01591e+141,4.82891e+141,4.66311e+141,4.51905e+141,4.3971e+141,4.29738e+141,4.21977e+141,4.18214e+141,
2.2782e+142,2.15734e+142,2.05201e+142,1.93375e+142,1.80276e+142,1.6591e+142,1.50249e+142,1.33196e+142,1.14524e+142,9.36964e+141,6.92874e+141,3.51868e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,3.90019e+141,5.82723e+141,7.23564e+141,8.37283e+141,9.32478e+141,1.01334e+142,1.08233e+142,1.14104e+142,1.19064e+142,1.23201e+142,1.26588e+142,1.29286e+142,1.3135e+142,1.32826e+142,1.33758e+142,1.34188e+142,1.34152e+142,1.33686e+142,1.32824e+142,1.31596e+142,1.30032e+142,1.28162e+142,1.26012e+142,1.23608e+142,1.20976e+142,1.1814e+142,1.15124e+142,1.11951e+142,1.08642e+142,1.05221e+142,1.01709e+142,9.81286e+141,9.45002e+141,9.08455e+141,8.71859e+141,8.35426e+141,7.99365e+141,7.63885e+141,7.29193e+141,6.95489e+141,6.62973e+141,6.31833e+141,6.02251e+141,5.744e+141,5.48436e+141,5.24505e+141,5.02731e+141,4.83221e+141,4.66061e+141,4.51313e+141,4.39015e+141,4.29178e+141,4.21791e+141,4.20612e+141,
2.44004e+142,2.31041e+142,2.19686e+142,2.06921e+142,1.92771e+142,1.77247e+142,1.60319e+142,1.4189e+142,1.21713e+142,9.91995e+141,7.27546e+141,3.51848e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.47892e+141,4.84018e+141,6.67286e+141,8.06862e+141,9.21001e+141,1.01694e+142,1.09845e+142,1.16781e+142,1.22659e+142,1.27592e+142,1.3167e+142,1.34969e+142,1.37552e+142,1.39474e+142,1.40787e+142,1.41536e+142,1.41765e+142,1.41514e+142,1.40819e+142,1.39715e+142,1.38236e+142,1.36413e+142,1.34276e+142,1.31853e+142,1.29171e+142,1.26256e+142,1.23134e+142,1.19829e+142,1.16364e+142,1.12764e+142,1.0905e+142,1.05246e+142,1.01373e+142,9.74554e+141,9.35143e+141,8.95725e+141,8.56524e+141,8.17762e+141,7.79664e+141,7.42452e+141,7.06343e+141,6.71553e+141,6.38291e+141,6.06755e+141,5.77135e+141,5.49607e+141,5.24329e+141,5.01443e+141,4.81066e+141,4.63292e+141,4.4819e+141,4.358e+141,4.26134e+141,4.19175e+141,4.20866e+141,
2.61375e+142,2.47445e+142,2.35183e+142,2.21378e+142,2.06064e+142,1.89254e+142,1.70923e+142,1.50965e+142,1.29109e+142,1.04701e+142,7.59202e+141,3.39034e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,3.11923e+141,5.81238e+141,7.58374e+141,8.97182e+141,1.01176e+142,1.10832e+142,1.19027e+142,1.25977e+142,1.31834e+142,1.36712e+142,1.40703e+142,1.43883e+142,1.46319e+142,1.4807e+142,1.4919e+142,1.49726e+142,1.49726e+142,1.4923e+142,1.48278e+142,1.46906e+142,1.4515e+142,1.43042e+142,1.40614e+142,1.37893e+142,1.3491e+142,1.3169e+142,1.28259e+142,1.24643e+142,1.20866e+142,1.16951e+142,1.12923e+142,1.08805e+142,1.0462e+142,1.00391e+142,9.61424e+141,9.18969e+141,8.76785e+141,8.35111e+141,7.94184e+141,7.54245e+141,7.1553e+141,6.78275e+141,6.42707e+141,6.09048e+141,5.77508e+141,5.48281e+141,5.21546e+141,4.97459e+141,4.76151e+141,4.57727e+141,4.42261e+141,4.29795e+141,4.20339e+141,4.13873e+141,4.18754e+141,
2.80053e+142,2.65057e+142,2.51789e+142,2.36832e+142,2.20226e+142,2.01989e+142,1.82098e+142,1.60438e+142,1.3671e+142,1.10169e+142,7.86958e+141,3.07233e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,4.41965e+141,6.83771e+141,8.56795e+141,9.95159e+141,1.11013e+142,1.20713e+142,1.28927e+142,1.35863e+142,1.41669e+142,1.4646e+142,1.50329e+142,1.53357e+142,1.55613e+142,1.57159e+142,1.58053e+142,1.58344e+142,1.58082e+142,1.57311e+142,1.56072e+142,1.54404e+142,1.52343e+142,1.49924e+142,1.47178e+142,1.44136e+142,1.40827e+142,1.37278e+142,1.33515e+142,1.29566e+142,1.25453e+142,1.21203e+142,1.16838e+142,1.12384e+142,1.07864e+142,1.03302e+142,9.87224e+141,9.41503e+141,8.96107e+141,8.51287e+141,8.07302e+141,7.64409e+141,7.22867e+141,6.82932e+141,6.44856e+141,6.08885e+141,5.75252e+141,5.44177e+141,5.15858e+141,4.90471e+141,4.68164e+141,4.49052e+141,4.33214e+141,4.20695e+141,4.11499e+141,4.05599e+141,4.14033e+141,
3.00172e+142,2.83999e+142,2.69615e+142,2.53378e+142,2.35337e+142,2.15515e+142,1.93887e+142,1.7033e+142,1.44505e+142,1.15557e+142,8.09629e+141,2.42006e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.04453e+141,5.66892e+141,7.93156e+141,9.63367e+141,1.10147e+142,1.21672e+142,1.31392e+142,1.39596e+142,1.46485e+142,1.52204e+142,1.56871e+142,1.60581e+142,1.63419e+142,1.65458e+142,1.66762e+142,1.67393e+142,1.67404e+142,1.66846e+142,1.65768e+142,1.6421e+142,1.62216e+142,1.59821e+142,1.57062e+142,1.53972e+142,1.50583e+142,1.46922e+142,1.4302e+142,1.38903e+142,1.34596e+142,1.30126e+142,1.25516e+142,1.20792e+142,1.15979e+142,1.111e+142,1.06181e+142,1.01246e+142,9.63232e+141,9.14374e+141,8.66159e+141,8.18864e+141,7.72767e+141,7.28149e+141,6.85294e+141,6.44481e+141,6.05983e+141,5.70063e+141,5.36967e+141,5.06921e+141,4.80125e+141,4.56744e+141,4.36904e+141,4.20693e+141,4.08152e+141,3.9928e+141,3.94035e+141,4.06431e+141,
3.21883e+142,3.04408e+142,2.88784e+142,2.71124e+142,2.51484e+142,2.29895e+142,2.06333e+142,1.80657e+142,1.52482e+142,1.20807e+142,8.25612e+141,5.48587e+140,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,3.5845e+141,6.94228e+141,9.10694e+141,1.07893e+142,1.21682e+142,1.33216e+142,1.42926e+142,1.51086e+142,1.57888e+142,1.6348e+142,1.67981e+142,1.71491e+142,1.74096e+142,1.75876e+142,1.76898e+142,1.77226e+142,1.76919e+142,1.76029e+142,1.74608e+142,1.72699e+142,1.70345e+142,1.67587e+142,1.6446e+142,1.60998e+142,1.57234e+142,1.53197e+142,1.48917e+142,1.4442e+142,1.39733e+142,1.34881e+142,1.29889e+142,1.24782e+142,1.19584e+142,1.14322e+142,1.09021e+142,1.03706e+142,9.84054e+141,9.31466e+141,8.79582e+141,8.28699e+141,7.79118e+141,7.31149e+141,6.85102e+141,6.4129e+141,6.00018e+141,5.61585e+141,5.26271e+141,4.94335e+141,4.66004e+141,4.41465e+141,4.20861e+141,4.04283e+141,3.91767e+141,3.833e+141,3.7882e+141,3.95649e+141,
3.45355e+142,3.26437e+142,3.09433e+142,2.90187e+142,2.68764e+142,2.45203e+142,2.19478e+142,1.91431e+142,1.60614e+142,1.25839e+142,8.32704e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,5.32101e+141,8.27683e+141,1.03759e+142,1.20436e+142,1.34197e+142,1.45713e+142,1.55377e+142,1.63449e+142,1.7012e+142,1.75538e+142,1.79826e+142,1.83088e+142,1.85415e+142,1.86889e+142,1.87584e+142,1.87567e+142,1.869e+142,1.8564e+142,1.83838e+142,1.81542e+142,1.78797e+142,1.75642e+142,1.72117e+142,1.68255e+142,1.64089e+142,1.5965e+142,1.54967e+142,1.50066e+142,1.44973e+142,1.39715e+142,1.34317e+142,1.28802e+142,1.23196e+142,1.17525e+142,1.11815e+142,1.06093e+142,1.00386e+142,9.47253e+141,8.91399e+141,8.36619e+141,7.83243e+141,7.31608e+141,6.82058e+141,6.34944e+141,5.90611e+141,5.494e+141,5.11635e+141,4.77614e+141,4.47602e+141,4.21815e+141,4.00413e+141,3.83489e+141,3.7107e+141,3.6312e+141,3.59547e+141,3.81355e+141,
3.70777e+142,3.50258e+142,3.31715e+142,3.10696e+142,2.87281e+142,2.61514e+142,2.33369e+142,2.02662e+142,1.68866e+142,1.30547e+142,8.27782e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.46014e+141,6.95744e+141,9.69716e+141,1.17501e+142,1.34058e+142,1.47773e+142,1.59234e+142,1.68808e+142,1.76743e+142,1.83231e+142,1.88422e+142,1.92443e+142,1.95403e+142,1.97399e+142,1.98517e+142,1.98837e+142,1.98429e+142,1.97358e+142,1.95685e+142,1.93463e+142,1.90743e+142,1.87571e+142,1.83988e+142,1.80033e+142,1.75741e+142,1.71147e+142,1.66279e+142,1.61166e+142,1.55836e+142,1.50315e+142,1.44627e+142,1.38797e+142,1.32849e+142,1.2681e+142,1.20703e+142,1.14556e+142,1.08397e+142,1.02255e+142,9.61596e+141,9.0144e+141,8.4242e+141,7.84894e+141,7.29232e+141,6.75818e+141,6.25045e+141,5.77308e+141,5.33e+141,4.92499e+141,4.56157e+141,4.24289e+141,3.9715e+141,3.74921e+141,3.577e+141,3.45492e+141,3.3822e+141,3.35743e+141,3.6318e+141,
3.98364e+142,3.76064e+142,3.558e+142,3.32799e+142,3.07152e+142,2.78912e+142,2.48051e+142,2.14353e+142,1.77188e+142,1.34793e+142,8.06226e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,4.61482e+141,8.61724e+141,1.12228e+142,1.32415e+142,1.48856e+142,1.62493e+142,1.73854e+142,1.83283e+142,1.91024e+142,1.97269e+142,2.02172e+142,2.05865e+142,2.08465e+142,2.10072e+142,2.1078e+142,2.10671e+142,2.09821e+142,2.08299e+142,2.06168e+142,2.03485e+142,2.00302e+142,1.96666e+142,1.9262e+142,1.88205e+142,1.83454e+142,1.78403e+142,1.73079e+142,1.67513e+142,1.61729e+142,1.55754e+142,1.49611e+142,1.43325e+142,1.3692e+142,1.3042e+142,1.2385e+142,1.17238e+142,1.10611e+142,1.03999e+142,9.7435e+141,9.09522e+141,8.45874e+141,7.83792e+141,7.23684e+141,6.65977e+141,6.11115e+141,5.59552e+141,5.11746e+141,4.68147e+141,4.29181e+141,3.95232e+141,3.66614e+141,3.43544e+141,3.26119e+141,3.14306e+141,3.07959e+141,3.06851e+141,3.40712e+141,
4.28358e+142,4.04075e+142,3.81883e+142,3.56657e+142,3.28503e+142,2.97486e+142,2.6357e+142,2.26498e+142,1.85508e+142,1.3839e+142,7.60675e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,6.83768e+141,1.0356e+142,1.28712e+142,1.48622e+142,1.64931e+142,1.78447e+142,1.89651e+142,1.98871e+142,2.06351e+142,2.12283e+142,2.16829e+142,2.20128e+142,2.223e+142,2.23456e+142,2.23691e+142,2.23096e+142,2.2175e+142,2.19726e+142,2.1709e+142,2.13902e+142,2.10215e+142,2.06078e+142,2.01536e+142,1.96627e+142,1.91388e+142,1.85852e+142,1.80047e+142,1.74001e+142,1.67739e+142,1.61286e+142,1.54665e+142,1.47898e+142,1.41009e+142,1.34022e+142,1.2696e+142,1.19852e+142,1.12724e+142,1.05608e+142,9.8536e+141,9.15448e+141,8.46728e+141,7.79618e+141,7.14565e+141,6.52045e+141,5.9256e+141,5.36632e+141,4.84802e+141,4.37612e+141,3.95596e+141,3.59244e+141,3.2897e+141,3.05054e+141,2.876e+141,2.76506e+141,2.71495e+141,2.72182e+141,3.13489e+141,
4.61034e+142,4.34536e+142,4.10179e+142,3.82451e+142,3.51477e+142,3.17332e+142,2.7997e+142,2.39083e+142,1.9373e+142,1.41088e+142,6.7787e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,3.09997e+141,8.9517e+141,1.22092e+142,1.46589e+142,1.66248e+142,1.82391e+142,1.95727e+142,2.06704e+142,2.1564e+142,2.2278e+142,2.28322e+142,2.32434e+142,2.35261e+142,2.36934e+142,2.37567e+142,2.37265e+142,2.36121e+142,2.34221e+142,2.3164e+142,2.2845e+142,2.2471e+142,2.20477e+142,2.15801e+142,2.10727e+142,2.05293e+142,1.99536e+142,1.93487e+142,1.87174e+142,1.80624e+142,1.73861e+142,1.66907e+142,1.59784e+142,1.52512e+142,1.45114e+142,1.37612e+142,1.30029e+142,1.22392e+142,1.14728e+142,1.07068e+142,9.94466e+141,9.19001e+141,8.44697e+141,7.72002e+141,7.01401e+141,6.33419e+141,5.68618e+141,5.076e+141,4.51e+141,3.99485e+141,3.5374e+141,3.14437e+141,2.82177e+141,2.57394e+141,2.40235e+141,2.30479e+141,2.27575e+141,2.30813e+141,2.80995e+141,
4.96705e+142,4.67727e+142,4.40933e+142,4.10385e+142,3.76228e+142,3.3855e+142,2.97292e+142,2.52074e+142,2.01722e+142,1.42543e+142,5.27159e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,6.5074e+141,1.11106e+142,1.42041e+142,1.66024e+142,1.85426e+142,2.01348e+142,2.1443e+142,2.25097e+142,2.33661e+142,2.40371e+142,2.45433e+142,2.49022e+142,2.51294e+142,2.52385e+142,2.52419e+142,2.51507e+142,2.49747e+142,2.4723e+142,2.44037e+142,2.40238e+142,2.359e+142,2.31078e+142,2.25824e+142,2.20181e+142,2.14191e+142,2.07886e+142,2.01298e+142,1.94454e+142,1.87377e+142,1.80089e+142,1.72612e+142,1.64963e+142,1.57163e+142,1.49231e+142,1.41186e+142,1.33052e+142,1.24853e+142,1.16615e+142,1.08369e+142,1.0015e+142,9.19946e+141,8.39459e+141,7.60507e+141,6.83605e+141,6.09319e+141,5.38261e+141,4.71101e+141,4.08568e+141,3.51466e+141,3.00685e+141,2.57206e+141,2.22055e+141,1.96132e+141,1.79868e+141,1.72855e+141,1.73841e+141,1.81268e+141,2.4265e+141,
5.35726e+142,5.03968e+142,4.74423e+142,4.40686e+142,4.02928e+142,3.61249e+142,3.15572e+142,2.65422e+142,2.09308e+142,1.42268e+142,1.22831e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,9.28303e+141,1.33852e+142,1.63651e+142,1.87185e+142,2.06291e+142,2.2192e+142,2.34656e+142,2.44913e+142,2.53003e+142,2.5918e+142,2.6366e+142,2.66629e+142,2.68251e+142,2.68672e+142,2.68023e+142,2.66421e+142,2.63973e+142,2.60774e+142,2.56906e+142,2.52445e+142,2.47458e+142,2.42003e+142,2.36131e+142,2.29886e+142,2.23307e+142,2.16427e+142,2.09274e+142,2.01874e+142,1.94249e+142,1.86416e+142,1.78395e+142,1.702e+142,1.61849e+142,1.53357e+142,1.44743e+142,1.36027e+142,1.2723e+142,1.18378e+142,1.095e+142,1.00629e+142,9.18028e+141,8.30642e+141,7.44602e+141,6.60431e+141,5.78696e+141,5.0001e+141,4.25031e+141,3.54467e+141,2.89105e+141,2.29864e+141,1.77953e+141,1.35203e+141,1.04574e+141,8.97022e+140,9.0948e+140,1.02964e+141,1.20092e+141,1.97797e+141,
5.78505e+142,5.43621e+142,5.10961e+142,4.7361e+142,4.31766e+142,3.85543e+142,3.34837e+142,2.79047e+142,2.16246e+142,1.39553e+142,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,5.82529e+141,1.20033e+142,1.58218e+142,1.87152e+142,2.10245e+142,2.2899e+142,2.44226e+142,2.56507e+142,2.66237e+142,2.73733e+142,2.79261e+142,2.83045e+142,2.85283e+142,2.8615e+142,2.85802e+142,2.84379e+142,2.82004e+142,2.78791e+142,2.74837e+142,2.70232e+142,2.65053e+142,2.59367e+142,2.53233e+142,2.46704e+142,2.39822e+142,2.32624e+142,2.25142e+142,2.17401e+142,2.09425e+142,2.01231e+142,1.92834e+142,1.8425e+142,1.7549e+142,1.66566e+142,1.57492e+142,1.48282e+142,1.38952e+142,1.29521e+142,1.20011e+142,1.10449e+142,1.00866e+142,9.12964e+141,8.17809e+141,7.23629e+141,6.30888e+141,5.40052e+141,4.51543e+141,3.6565e+141,2.82307e+141,2.00431e+141,1.14684e+141,-nan,-nan,-nan,-nan,-nan,-nan,1.26603e+140,1.45695e+141,
6.25511e+142,5.87103e+142,5.50907e+142,5.09446e+142,4.62951e+142,4.11551e+142,3.55104e+142,2.92836e+142,2.2221e+142,1.33288e+142,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,9.62342e+141,1.48245e+142,1.8457e+142,2.1277e+142,2.35384e+142,2.53669e+142,2.68392e+142,2.80085e+142,2.89152e+142,2.95919e+142,3.00663e+142,3.03623e+142,3.05008e+142,3.05005e+142,3.03781e+142,3.01483e+142,2.98245e+142,2.94183e+142,2.89402e+142,2.83993e+142,2.78036e+142,2.716e+142,2.64744e+142,2.57518e+142,2.49965e+142,2.4212e+142,2.34011e+142,2.25662e+142,2.1709e+142,2.08311e+142,1.99335e+142,1.90172e+142,1.80829e+142,1.71315e+142,1.61637e+142,1.51805e+142,1.41829e+142,1.31726e+142,1.21511e+142,1.11208e+142,1.00843e+142,9.04438e+141,8.00435e+141,6.96734e+141,5.93588e+141,4.91059e+141,3.88713e+141,2.84682e+141,1.71293e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,8.54985e+140,
6.77282e+142,6.34889e+142,5.94666e+142,5.48517e+142,4.96713e+142,4.39395e+142,3.7637e+142,3.06623e+142,2.26747e+142,1.21557e+142,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,4.44813e+141,1.31012e+142,1.78277e+142,2.13235e+142,2.40737e+142,2.62787e+142,2.80484e+142,2.94546e+142,3.05494e+142,3.13739e+142,3.19622e+142,3.23431e+142,3.25422e+142,3.25819e+142,3.24819e+142,3.22602e+142,3.19324e+142,3.15124e+142,3.10127e+142,3.04441e+142,2.98159e+142,2.91365e+142,2.84126e+142,2.76503e+142,2.68543e+142,2.60288e+142,2.51769e+142,2.43012e+142,2.34036e+142,2.24854e+142,2.15476e+142,2.05908e+142,1.96154e+142,1.86216e+142,1.76095e+142,1.65794e+142,1.55315e+142,1.44663e+142,1.33848e+142,1.22879e+142,1.11771e+142,1.00542e+142,8.92097e+141,7.77873e+141,6.62765e+141,5.46441e+141,4.27652e+141,3.02267e+141,1.50676e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.62448e+140,
