-1.99505,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0.0264229,-0.0264229,-0.0215289,-0.019025,-0.0174581,-0.0163052,-0.0153595,-0.0145279,-0.0137622,-0.0130336,-0.0123235,-0.0116193,-0.010912,-0.0101955,-0.0094656,-0.00871927,-0.00795465,-0.00717061,-0.00636653,-0.00554223,-0.00469783,-0.00383366,-0.00295024,-0.00204823,-0.00112835,-0.000191446,0.000761619,0.00172992,0.00271249,0.00370835,0.0047165,0.00573593,0.00676559,0.00780446,0.00885148,0.00990561,0.0109658,0.012031,0.0131001,0.014172,0.0152458,0.0163203,0.0173944,0.0184671,0.0195372,0.0206037,0.0216656,0.0227215,0.0237705,0.0248115,0.0258432,0.0268645,0.0278743,0.0288713,0.0298544,0.0308224,0.0317738,0.0327076,0.0336223,0.0345166,0.035389,0.036238,0.037062,0.0378592,0.0386277,0.0393653,0.0400697,0.0407379,0.0413666,0.0419519,0.042489,0.042972,0.0433939,0.043745,0.0440117,0.0441707,0.0441714,0.0438843,0.0429437,0.0402531,-0.0402531,
0.0365231,-0.0365231,-0.0367421,-0.035864,-0.0348738,-0.0339458,-0.0330881,-0.0322822,-0.0315092,-0.0307544,-0.0300067,-0.0292575,-0.0285008,-0.0277318,-0.0269473,-0.0261451,-0.0253236,-0.024482,-0.0236197,-0.0227367,-0.0218331,-0.0209094,-0.0199661,-0.0190038,-0.0180234,-0.0170256,-0.0160113,-0.0149815,-0.0139372,-0.0128794,-0.011809,-0.0107271,-0.00963485,-0.00853318,-0.0074232,-0.00630598,-0.00518259,-0.00405411,-0.00292162,-0.00178621,-0.000648971,0.000489004,0.00162662,0.00276276,0.00389632,0.00502619,0.00615123,0.0072703,0.00838228,0.00948598,0.0105803,0.0116639,0.0127358,0.0137946,0.0148391,0.0158681,0.0168802,0.0178742,0.0188487,0.0198022,0.0207333,0.0216405,0.022522,0.0233763,0.0242013,0.024995,0.0257552,0.0264793,0.0271645,0.0278075,0.0284049,0.0289527,0.0294467,0.0298824,0.0302556,0.0305641,0.0308142,0.0310534,0.0315172,0.0332783,-0.0332783,
0.0365512,-0.0365512,-0.0371865,-0.0369564,-0.0363729,-0.0356634,-0.0349139,-0.0341532,-0.0333885,-0.0326194,-0.031843,-0.0310558,-0.0302547,-0.0294371,-0.0286011,-0.0277452,-0.0268685,-0.0259705,-0.025051,-0.0241101,-0.023148,-0.0221652,-0.0211624,-0.0201402,-0.0190995,-0.0180411,-0.016966,-0.0158751,-0.0147694,-0.0136499,-0.0125177,-0.0113739,-0.0102194,-0.00905543,-0.007883,-0.00670321,-0.00551715,-0.00432593,-0.00313064,-0.00193239,-0.000732293,0.000468545,0.001669,0.00286795,0.00406426,0.0052568,0.00644441,0.00762594,0.00880022,0.00996606,0.0111223,0.0122677,0.013401,0.014521,0.0156264,0.016716,0.0177884,0.0188422,0.0198761,0.0208887,0.0218784,0.0228437,0.023783,0.0246946,0.0255766,0.0264272,0.0272443,0.0280258,0.0287692,0.0294724,0.0301328,0.0307486,0.0313182,0.0318419,0.0323235,0.0327751,0.033228,0.0337607,0.0345574,0.0359659,-0.0359659,
0.0380563,-0.0380563,-0.0384496,-0.0383561,-0.0379522,-0.0373758,-0.0367061,-0.0359838,-0.0352284,-0.0344483,-0.033647,-0.0328253,-0.0319828,-0.0311191,-0.0302333,-0.0293251,-0.0283942,-0.0274404,-0.0264639,-0.0254651,-0.0244443,-0.0234022,-0.0223394,-0.0212569,-0.0201553,-0.0190357,-0.017899,-0.0167462,-0.0155783,-0.0143964,-0.0132015,-0.0119948,-0.0107772,-0.00954995,-0.00831409,-0.00707074,-0.00582101,-0.00456602,-0.00330688,-0.00204472,-0.000780668,0.000484147,0.00174859,0.00301151,0.00427176,0.00552817,0.0067796,0.00802484,0.00926272,0.010492,0.0117115,0.01292,0.0141163,0.015299,0.0164668,0.0176185,0.0187527,0.019868,0.0209631,0.0220364,0.0230866,0.024112,0.025111,0.026082,0.0270234,0.0279333,0.0288099,0.0296513,0.0304559,0.0312219,0.0319479,0.0326333,0.0332788,0.0338872,0.0344657,0.0350294,0.0356072,0.03625,0.0370309,0.0379895,-0.0379895,
0.0400568,-0.0400568,-0.0401995,-0.0400658,-0.039704,-0.0391814,-0.0385509,-0.0378476,-0.0370927,-0.0362985,-0.0354715,-0.0346155,-0.0337323,-0.032823,-0.031888,-0.0309277,-0.0299426,-0.0289329,-0.0278992,-0.0268419,-0.0257619,-0.0246597,-0.0235363,-0.0223925,-0.0212292,-0.0200474,-0.0188481,-0.0176323,-0.0164012,-0.0151558,-0.0138972,-0.0126264,-0.0113447,-0.010053,-0.00875264,-0.00744462,-0.0061301,-0.00481021,-0.0034861,-0.0021589,-0.000829762,0.000500169,0.00182974,0.00315778,0.00448312,0.00580459,0.007121,0.00843115,0.00973383,0.0110278,0.0123119,0.0135847,0.0148451,0.0160918,0.0173234,0.0185385,0.0197359,0.0209142,0.0220718,0.0232075,0.0243196,0.0254066,0.026467,0.0274993,0.0285017,0.0294727,0.0304106,0.0313139,0.0321812,0.0330113,0.0338036,0.0345582,0.0352766,0.0359624,0.0366227,0.0372696,0.0379214,0.0386015,0.0393264,0.0400691,-0.0400691,
0.0422758,-0.0422758,-0.0422256,-0.0420035,-0.0416168,-0.0410947,-0.0404683,-0.0397629,-0.0389965,-0.0381812,-0.037325,-0.0364328,-0.035508,-0.0345525,-0.0335679,-0.0325553,-0.0315155,-0.0304495,-0.0293579,-0.0282417,-0.0271016,-0.0259386,-0.0247536,-0.0235475,-0.0223215,-0.0210765,-0.0198136,-0.0185339,-0.0172384,-0.0159284,-0.0146049,-0.013269,-0.011922,-0.0105649,-0.00919881,-0.00782499,-0.00644455,-0.00505863,-0.00366841,-0.00227502,-0.000879648,0.000516554,0.00191241,0.00330674,0.00469836,0.00608607,0.00746866,0.00884493,0.0102136,0.0115735,0.0129234,0.0142619,0.0155878,0.0168997,0.0181963,0.0194763,0.0207383,0.0219809,0.0232026,0.024402,0.0255776,0.0267279,0.0278513,0.0289464,0.0300115,0.0310452,0.032046,0.0330125,0.0339437,0.0348386,0.0356969,0.0365192,0.0373068,0.0380631,0.0387933,0.0395049,0.0402073,0.040908,0.0416039,0.0422666,-0.0422666,
0.0446224,-0.0446224,-0.0444235,-0.0441058,-0.0436649,-0.0431123,-0.0424649,-0.0417393,-0.0409492,-0.040105,-0.0392144,-0.0382829,-0.0373142,-0.0363111,-0.0352759,-0.03421,-0.0331148,-0.0319916,-0.0308413,-0.0296652,-0.0284642,-0.0272394,-0.0259918,-0.0247226,-0.0234328,-0.0221235,-0.0207959,-0.0194511,-0.0180903,-0.0167145,-0.015325,-0.0139229,-0.0125094,-0.0110856,-0.00965276,-0.00821199,-0.00676447,-0.00531137,-0.00385387,-0.00239314,-0.000930359,0.000533286,0.00199661,0.00345842,0.0049175,0.00637266,0.00782266,0.00926627,0.0107022,0.0121293,0.0135462,0.0149517,0.0163443,0.0177229,0.0190859,0.0204322,0.0217602,0.0230685,0.0243557,0.0256203,0.0268609,0.028076,0.0292639,0.0304233,0.0315527,0.0326506,0.0337156,0.0347465,0.0357424,0.0367024,0.0376264,0.0385147,0.0393685,0.04019,0.0409824,0.0417496,0.0424951,0.0432192,0.0439147,0.0445615,-0.0445615,
0.0470589,-0.0470589,-0.0467403,-0.0463311,-0.0458247,-0.0452247,-0.0445397,-0.0437801,-0.0429559,-0.0420752,-0.0411449,-0.04017,-0.0391547,-0.0381021,-0.0370144,-0.0358939,-0.0347421,-0.0335606,-0.0323507,-0.0311136,-0.0298507,-0.028563,-0.0272518,-0.0259183,-0.0245636,-0.0231889,-0.0217955,-0.0203844,-0.018957,-0.0175143,-0.0160577,-0.0145882,-0.013107,-0.0116155,-0.0101146,-0.00860573,-0.00708996,-0.00556851,-0.00404256,-0.0025133,-0.000981937,0.000550341,0.00208233,0.00361281,0.00514058,0.0066644,0.00818304,0.00969525,0.0111998,0.0126953,0.0141806,0.0156542,0.017115,0.0185615,0.0199924,0.0214062,0.0228016,0.0241772,0.0255314,0.0268627,0.0281698,0.0294511,0.0307051,0.0319304,0.0331254,0.0342888,0.0354193,0.0365156,0.0375769,0.0386023,0.0395916,0.0405448,0.0414625,0.042346,0.0431966,0.0440159,0.0448041,0.0455591,0.0462739,0.0469357,-0.0469357,
0.0495669,-0.0495669,-0.0491477,-0.0486536,-0.0480783,-0.0474219,-0.046689,-0.0458857,-0.0450189,-0.0440951,-0.0431198,-0.0420977,-0.0410327,-0.0399279,-0.0387859,-0.0376091,-0.0363992,-0.0351581,-0.0338871,-0.0325879,-0.0312618,-0.0299101,-0.0285341,-0.0271351,-0.0257143,-0.0242731,-0.0228126,-0.0213341,-0.0198389,-0.0183282,-0.0168032,-0.0152651,-0.0137151,-0.0121545,-0.0105846,-0.00900635,-0.00742114,-0.00583014,-0.00423455,-0.00263558,-0.00103443,0.000567686,0.00216954,0.00376993,0.0053676,0.00696133,0.00854985,0.0101319,0.0117062,0.0132715,0.0148265,0.0163697,0.0179,0.0194158,0.0209159,0.0223988,0.023863,0.0253072,0.0267298,0.0281294,0.0295045,0.0308536,0.0321751,0.0334676,0.0347297,0.03596,0.037157,0.0383198,0.0394472,0.0405384,0.0415929,0.0426103,0.0435909,0.0445347,0.0454422,0.0463131,0.0471465,0.0479393,0.048686,0.0493783,-0.0493783,
0.0521367,-0.0521367,-0.0516302,-0.0510572,-0.0504128,-0.0496959,-0.0489086,-0.0480547,-0.047139,-0.0461664,-0.0451415,-0.0440683,-0.0429504,-0.0417909,-0.0405924,-0.0393573,-0.0380876,-0.0367853,-0.0354519,-0.0340892,-0.0326985,-0.0312815,-0.0298394,-0.0283736,-0.0268855,-0.0253765,-0.0238477,-0.0223006,-0.0207364,-0.0191563,-0.0175617,-0.0159538,-0.0143338,-0.0127031,-0.0110627,-0.00941397,-0.00775812,-0.00609637,-0.00442993,-0.00276003,-0.00108788,0.000585285,0.00225824,0.00392975,0.00559857,0.00726345,0.00892313,0.0105763,0.0122218,0.0138581,0.015484,0.0170982,0.0186993,0.0202859,0.0218565,0.0234099,0.0249444,0.0264587,0.0279513,0.0294206,0.0308652,0.0322835,0.0336741,0.0350353,0.0363659,0.0376643,0.0389292,0.0401593,0.0413537,0.0425112,0.0436311,0.0447128,0.0457559,0.0467599,0.0477242,0.048648,0.0495295,0.0503657,0.0511523,0.0518838,-0.0518838,
