2.00005,1.99512,1.99867,1.99961,1.9999,2.00001,2.00006,2.00009,2.0001,2.00011,2.00012,2.00012,2.00012,2.00013,2.00013,2.00013,2.00013,2.00013,2.00013,2.00012,2.00012,2.00012,2.00012,2.00012,2.00012,2.00012,2.00011,2.00011,2.00011,2.00011,2.00011,2.00011,2.0001,2.0001,2.0001,2.0001,2.0001,2.00009,2.00009,2.00009,2.00009,2.00009,2.00009,2.00008,2.00008,2.00008,2.00008,2.00008,2.00008,2.00008,2.00007,2.00007,2.00007,2.00007,2.00007,2.00007,2.00007,2.00007,2.00007,2.00007,2.00007,2.00007,2.00007,2.00007,2.00007,2.00007,2.00007,2.00007,2.00008,2.00008,2.00009,2.0001,2.00011,2.00013,2.00017,2.00026,2.00048,2.00115,2.00315,2.00236,2,
0.00575473,0.00944745,0.0111838,0.0120585,0.0125809,0.0128606,0.0129887,0.013023,0.0129979,0.0129341,0.0128446,0.0127379,0.0126198,0.0124945,0.0123651,0.0122337,0.0121023,0.0119722,0.0118447,0.0117206,0.0116007,0.0114857,0.0113762,0.0112726,0.0111752,0.0110845,0.0110007,0.010924,0.0108546,0.0107926,0.0107382,0.0106914,0.0106522,0.0106206,0.0105968,0.0105805,0.0105717,0.0105704,0.0105764,0.0105897,0.01061,0.0106373,0.0106713,0.0107118,0.0107588,0.0108119,0.0108709,0.0109356,0.0110057,0.011081,0.0111612,0.011246,0.0113351,0.0114281,0.0115248,0.0116247,0.0117275,0.0118328,0.0119401,0.0120488,0.0121585,0.0122685,0.012378,0.0124862,0.012592,0.012694,0.0127906,0.0128797,0.0129582,0.0130221,0.0130654,0.0130793,0.0130493,0.0129506,0.0127363,0.0123061,0.0114089,0.00927549,0.00269799,-nan,0.000481532,
0.00281778,-nan,0.00147729,0.00247957,0.00266457,0.00270264,0.0027318,0.00278228,0.00285659,0.00295067,0.00305959,0.00317907,0.0033056,0.00343642,0.0035693,0.0037025,0.00383456,0.00396432,0.00409081,0.0042132,0.00433083,0.00444311,0.00454955,0.00464974,0.00474334,0.00483004,0.00490962,0.00498187,0.00504664,0.00510382,0.00515332,0.00519508,0.0052291,0.00525537,0.00527392,0.00528482,0.00528813,0.00528395,0.0052724,0.00525361,0.00522774,0.00519495,0.00515542,0.00510935,0.00505696,0.00499845,0.00493408,0.00486408,0.00478871,0.00470826,0.00462299,0.00453322,0.00443925,0.00434142,0.00424007,0.00413557,0.00402832,0.00391876,0.00380735,0.00369461,0.00358113,0.00346757,0.00335469,0.00324342,0.00313485,0.00303034,0.0029316,0.00284087,0.0027611,0.00269636,0.0026524,0.00263764,0.00266483,0.00275398,0.00293708,0.00326421,0.00380004,0.0045395,0.00469221,-nan,0.000227872,
0.000995428,-nan,-nan,0.00166497,0.00217729,0.0024367,0.00260499,0.00274259,0.00287265,0.00300346,0.00313726,0.00327395,0.00341257,0.0035519,0.00369074,0.00382799,0.00396266,0.0040939,0.00422096,0.00434319,0.00446005,0.00457105,0.00467578,0.00477389,0.00486508,0.00494912,0.00502579,0.00509493,0.00515642,0.00521017,0.00525611,0.00529422,0.0053245,0.00534696,0.00536166,0.00536867,0.00536808,0.00535999,0.00534454,0.00532187,0.00529215,0.00525555,0.00521226,0.0051625,0.00510647,0.00504441,0.00497657,0.00490319,0.00482455,0.00474091,0.00465258,0.00455985,0.00446304,0.00436249,0.00425856,0.0041516,0.00404204,0.00393029,0.00381684,0.0037022,0.00358696,0.00347178,0.00335742,0.00324477,0.00313491,0.00302914,0.00292909,0.00283678,0.00275488,0.00268683,0.00263726,0.0026123,0.00262011,0.00267085,0.00277506,0.00293567,0.0031202,0.00317652,0.00250566,-nan,0.000137529,
0.000422652,-nan,-nan,0.00124543,0.00182184,0.0021839,0.00244089,0.00264535,0.00282376,0.00298924,0.00314803,0.00330287,0.00345475,0.0036038,0.00374974,0.00389207,0.00403028,0.00416382,0.00429219,0.00441492,0.00453159,0.00464182,0.00474528,0.00484171,0.00493085,0.00501251,0.00508652,0.00515276,0.00521114,0.00526159,0.00530408,0.0053386,0.00536517,0.00538383,0.00539465,0.00539772,0.00539315,0.00538105,0.00536158,0.00533488,0.00530115,0.00526055,0.00521331,0.00515963,0.00509974,0.00503388,0.0049623,0.00488527,0.00480304,0.00471592,0.00462418,0.00452815,0.00442814,0.0043245,0.00421756,0.00410772,0.00399536,0.00388093,0.00376488,0.00364773,0.00353004,0.00341245,0.00329569,0.0031806,0.00306816,0.00295955,0.00285616,0.00275971,0.00267228,0.00259638,0.00253502,0.00249154,0.00246912,0.00246929,0.002488,0.00250653,0.00247231,0.00226428,0.00154823,-nan,4.32694e-05,
0.000207479,-nan,0.000249711,0.00110046,0.00163051,0.00202046,0.00232264,0.00257063,0.00278552,0.00297994,0.00316117,0.00333326,0.00349834,0.00365746,0.003811,0.00395902,0.00410137,0.0042378,0.00436802,0.00449173,0.00460866,0.00471852,0.00482108,0.00491613,0.00500348,0.00508299,0.00515453,0.00521802,0.0052734,0.00532062,0.0053597,0.00539064,0.00541349,0.00542831,0.00543518,0.00543422,0.00542555,0.0054093,0.00538564,0.00535474,0.00531679,0.00527198,0.00522054,0.00516269,0.00509867,0.00502872,0.00495311,0.00487209,0.00478596,0.004695,0.00459951,0.0044998,0.0043962,0.00428903,0.00417867,0.00406547,0.00394983,0.00383217,0.00371295,0.00359266,0.00347183,0.00335106,0.00323102,0.00311247,0.00299626,0.00288338,0.00277496,0.00267229,0.00257682,0.00249005,0.00241344,0.00234792,0.00229304,0.00224519,0.00219421,0.00211763,0.00197238,0.0016864,0.00105568,5.52243e-05,7.46687e-06,
0.000109485,-nan,0.000505246,0.00107541,0.00154521,0.00193098,0.00225159,0.00252492,0.00276501,0.00298174,0.00318172,0.00336911,0.00354649,0.00371536,0.00387656,0.00403049,0.00417731,0.00431699,0.00444944,0.00457451,0.00469204,0.00480185,0.00490379,0.00499771,0.00508349,0.00516102,0.00523024,0.00529109,0.00534355,0.00538761,0.00542329,0.00545065,0.00546974,0.00548065,0.00548349,0.00547838,0.00546547,0.00544492,0.00541689,0.00538159,0.0053392,0.00528995,0.00523407,0.00517178,0.00510335,0.00502902,0.00494906,0.00486375,0.00477337,0.00467823,0.00457861,0.00447484,0.00436724,0.00425614,0.0041419,0.00402489,0.00390547,0.00378408,0.00366112,0.00353708,0.00341244,0.00328775,0.00316362,0.00304068,0.00291965,0.00280133,0.00268655,0.00257618,0.00247107,0.00237187,0.00227883,0.00219126,0.0021067,0.00201952,0.00191881,0.00178577,0.00159154,0.00129751,0.000748747,7.69453e-05,3.54426e-05,
5.78712e-05,0.000122476,0.000618564,0.00109447,0.00152106,0.00189465,0.00222069,0.00250784,0.00276456,0.0029978,0.00321278,0.0034132,0.00360156,0.00377951,0.00394807,0.00410787,0.00425926,0.00440238,0.0045373,0.00466398,0.00478236,0.00489236,0.00499389,0.00508688,0.00517125,0.00524695,0.00531396,0.00537225,0.00542183,0.00546274,0.00549503,0.00551876,0.00553403,0.00554095,0.00553964,0.00553026,0.00551296,0.00548793,0.00545535,0.00541542,0.00536838,0.00531444,0.00525385,0.00518686,0.00511372,0.0050347,0.00495008,0.00486014,0.00476518,0.00466549,0.00456138,0.00445316,0.00434116,0.00422571,0.00410716,0.00398586,0.00386219,0.00373653,0.0036093,0.00348092,0.00335184,0.00322255,0.00309358,0.00296545,0.00283874,0.00271404,0.00259192,0.00247289,0.00235731,0.00224521,0.00213606,0.0020283,0.00191874,0.00180165,0.00166776,0.00150347,0.00129124,0.00101147,0.000515018,-nan,5.18412e-05,
2.80159e-05,0.00013751,0.000688959,0.00113031,0.00153178,0.00189474,0.00222143,0.00251615,0.00278387,0.00302922,0.00325605,0.00346734,0.0036653,0.00385147,0.00402693,0.00419238,0.00434829,0.00449491,0.00463241,0.00476085,0.00488025,0.0049906,0.00509189,0.00518408,0.00526716,0.00534113,0.00540599,0.00546176,0.00550849,0.00554624,0.0055751,0.00559515,0.00560651,0.00560933,0.00560375,0.00558994,0.00556808,0.00553838,0.00550103,0.00545627,0.00540432,0.00534544,0.00527987,0.00520788,0.00512973,0.00504571,0.00495611,0.0048612,0.0047613,0.0046567,0.00454771,0.00443465,0.00431785,0.00419763,0.00407433,0.00394829,0.00381988,0.00368947,0.00355742,0.00342414,0.00329003,0.00315552,0.00302103,0.00288702,0.0027539,0.0026221,0.00249196,0.0023637,0.00223733,0.0021125,0.00198825,0.00186274,0.00173278,0.00159346,0.0014377,0.00125642,0.00103955,0.000777513,0.000282581,-nan,6.20578e-05,
9.838e-06,0.000102023,0.000742194,0.00117425,0.00156353,0.00191998,0.00224655,0.00254601,0.00282144,0.00307592,0.0033122,0.00353258,0.00373887,0.00393243,0.00411426,0.00428507,0.00444535,0.00459544,0.00473556,0.00486583,0.00498635,0.00509716,0.00519829,0.00528978,0.00537165,0.00544393,0.00550667,0.00555994,0.0056038,0.00563835,0.00566371,0.00567999,0.00568735,0.00568594,0.00567593,0.00565752,0.00563091,0.00559633,0.00555399,0.00550414,0.00544704,0.00538293,0.0053121,0.00523481,0.00515135,0.005062,0.00496707,0.00486685,0.00476164,0.00465176,0.00453752,0.00441923,0.00429721,0.0041718,0.00404331,0.00391209,0.00377847,0.0036428,0.00350543,0.00336671,0.00322701,0.00308669,0.0029461,0.00280558,0.00266545,0.00252597,0.0023873,0.00224947,0.00211224,0.00197506,0.00183681,0.00169566,0.00154882,0.00139232,0.00122105,0.00102902,0.000810342,0.000559257,-nan,-nan,6.87225e-05,
1.40094e-06,-nan,0.000788807,0.00122365,0.00160925,0.0019633,0.00229068,0.00259397,0.00287544,0.00313723,0.00338133,0.00360946,0.00382306,0.00402326,0.00421096,0.0043868,0.00455128,0.00470476,0.00484747,0.00497959,0.00510127,0.00521258,0.00531362,0.00540444,0.00548513,0.00555574,0.00561636,0.00566709,0.00570804,0.00573933,0.0057611,0.00577351,0.00577672,0.00577092,0.00575631,0.00573311,0.00570154,0.00566185,0.00561427,0.00555908,0.00549654,0.00542693,0.00535052,0.00526762,0.00517852,0.00508351,0.00498291,0.00487701,0.00476614,0.0046506,0.00453071,0.00440679,0.00427915,0.00414812,0.00401401,0.00387714,0.00373785,0.00359644,0.00345325,0.00330859,0.00316277,0.00301609,0.00286883,0.00272126,0.00257357,0.0024259,0.00227828,0.00213059,0.00198244,0.00183316,0.00168161,0.00152607,0.00136414,0.00119257,0.00100735,0.000803604,0.000575041,0.000303596,-nan,-nan,7.31725e-05,
